Time (s),A-output,B-output
9.464661,-0.023689,0.029948
9.469661,-0.028380,0.022518
9.474661,-0.034816,0.016552
9.479661,-0.021902,0.004161
9.484661,-0.034395,-0.012656
9.489661,-0.027099,-0.006725
9.494661,-0.016239,-0.010990
9.499661,-0.024401,-0.007087
9.504661,-0.016961,-0.000735
9.509661,-0.025882,-0.001161
9.514661,-0.025926,-0.002992
9.519661,-0.021267,-0.012316
9.524661,-0.014458,-0.013974
9.529661,-0.012240,-0.007957
9.534661,-0.010826,0.003086
9.539661,-0.010492,0.006429
9.544661,-0.012150,0.004510
9.549661,-0.001112,-0.000606
9.554661,-0.011242,-0.003875
9.559661,-0.004011,0.001667
9.564661,0.008903,0.005706
9.569661,0.018379,0.001430
9.574661,0.023326,-0.003102
9.579661,0.013932,0.003641
9.584661,0.012944,0.009472
9.589661,0.011682,0.010744
9.594661,0.008418,0.007488
9.599661,-0.003376,0.004543
9.604661,0.001610,0.004833
9.609661,0.008391,0.001220
9.614661,0.016792,-0.003749
9.619661,0.017951,-0.004467
9.624661,0.013475,-0.001875
9.629661,0.016496,-0.002318
9.634661,0.012247,0.000226
9.639661,0.008468,0.001761
9.644661,0.003619,0.011968
9.649661,-0.001511,0.014765
9.654661,-0.011826,0.012937
9.659661,-0.002926,0.014493
9.664661,-0.006550,0.003661
9.669661,-0.013006,-0.000666
9.674661,-0.009142,0.001237
9.679661,-0.008227,-0.005687
9.684661,-0.006210,-0.004859
9.689661,-0.003849,0.006253
9.694661,-0.012099,0.018096
9.699661,-0.015060,0.021337
9.704661,-0.012573,0.013108
9.709661,-0.019166,0.018344
9.714661,-0.016140,0.023630
9.719661,-0.021241,0.023007
9.724661,-0.022501,0.022427
9.729661,-0.021384,0.021879
9.734661,-0.018606,0.016439
9.739661,-0.022967,0.009701
9.744661,-0.023048,0.004002
9.749661,-0.017607,-0.001145
9.754661,-0.005950,-0.005356
9.759661,0.001915,-0.006688
9.764661,0.004252,-0.003339
9.769661,0.007684,-0.000717
9.774661,0.009897,0.001689
9.779661,0.011607,0.004644
9.784661,0.006478,0.013231
9.789661,0.006412,0.015482
9.794661,0.001053,0.017075
9.799661,0.002875,0.016135
9.804661,0.004236,0.015577
9.809661,0.008868,0.005219
9.814661,0.005410,-0.002371
9.819661,0.010454,0.000091
9.824661,0.012954,-0.000060
9.829661,0.011936,-0.002893
9.834661,0.014084,-0.000040
9.839661,0.010828,0.014206
9.844661,0.010284,0.022280
9.849661,0.004079,0.023619
9.854661,0.003548,0.020118
9.859661,-0.002642,0.017196
9.864661,-0.003261,0.013035
9.869661,-0.007812,0.008010
9.874661,-0.006137,0.003279
9.879661,-0.002540,-0.001445
9.884661,-0.003029,0.002999
9.889661,-0.000553,0.009207
9.894661,-0.003770,0.010788
9.899661,-0.004131,0.007900
9.904661,-0.013055,0.004338
9.909661,-0.014704,-0.000950
9.914661,-0.015752,-0.004839
9.919661,-0.007590,-0.003815
9.924661,-0.004640,-0.001262
9.929661,-0.011504,0.007143
9.934661,-0.011723,0.014042
9.939661,-0.021881,0.010076
9.944661,-0.015156,0.002508
9.949661,-0.007730,-0.002587
9.954661,-0.004114,0.002650
9.959661,-0.001156,0.008586
9.964661,-0.006850,0.008874
9.969661,-0.006256,0.003135
9.974661,-0.014376,-0.005153
9.979661,-0.008965,-0.004365
9.984661,0.001529,0.000705
9.989661,0.004969,0.011367
9.994661,0.005739,0.016689
9.999661,-0.001732,0.008282
10.004661,0.008101,0.006179
10.009661,0.013812,0.006939
10.014661,0.010996,0.013004
10.019661,0.011975,0.008714
10.024661,-0.001574,-0.007223
10.038793,-0.001299,-0.001222
10.043793,0.008593,0.011995
10.048793,0.009642,0.014015
10.053793,0.012556,0.010596
10.058793,0.004343,0.006184
10.063793,0.004824,0.018347
10.068793,0.013446,0.027056
10.073793,-0.000651,0.012268
10.078793,-0.003429,0.005686
10.083793,0.004911,0.011599
10.088793,0.000235,0.014025
10.093793,0.001707,0.013800
10.098793,0.001081,0.012812
10.103793,-0.002736,0.016183
10.108793,0.002688,0.014311
10.113793,-0.005525,0.006993
10.118793,-0.010978,0.010671
10.123793,-0.004439,0.014156
10.128793,-0.014062,0.005686
10.133793,-0.014275,0.006367
10.138793,-0.002217,0.007106
10.143793,-0.008632,-0.004386
10.148793,-0.006511,-0.006216
10.153793,0.003422,-0.007050
10.158793,-0.002072,-0.021550
10.163793,-0.005827,-0.024781
10.168793,0.001980,-0.016010
10.173793,0.006360,-0.024350
10.178793,0.000105,-0.034264
10.183793,0.006261,-0.024131
10.188793,0.014917,-0.022595
10.193793,0.008304,-0.021032
10.198793,0.012849,-0.004101
10.203793,0.016081,0.009588
10.208793,0.014709,0.008241
10.213793,0.005208,-0.011314
10.218793,-0.008335,-0.023226
10.223793,0.002524,-0.009643
10.228793,0.005770,0.002388
10.233793,-0.004460,-0.000833
10.238793,0.001845,0.001523
10.243793,0.023909,0.014486
10.248793,0.034703,0.010802
10.253793,0.024080,-0.008020
10.258793,0.019924,-0.010203
10.263793,0.032826,-0.001955
10.268793,0.036333,-0.000785
10.273793,0.025100,-0.008173
10.278793,0.017846,-0.010721
10.283793,0.028775,-0.001783
10.288793,0.043295,-0.001561
10.293793,0.039767,-0.015580
10.298793,0.035605,-0.021011
10.303793,0.044069,-0.012114
10.308793,0.044225,-0.008589
10.313793,0.028491,-0.016197
10.318793,0.019156,-0.018617
10.323793,0.021741,-0.013151
10.328793,0.019399,-0.014742
10.333793,0.010849,-0.023388
10.338793,0.009806,-0.022207
10.343793,0.018197,-0.007252
10.348793,0.015810,0.000084
10.353793,-0.002884,-0.002031
10.358793,-0.010142,0.002159
10.363793,-0.008811,0.012142
10.368793,-0.017735,0.006112
10.373793,-0.027797,-0.012471
10.378793,-0.023827,-0.021090
10.383793,-0.013308,-0.020565
10.388793,-0.012844,-0.021473
10.393793,-0.017021,-0.027704
10.398793,-0.016444,-0.022744
10.403793,-0.010457,-0.013557
10.408793,-0.015385,-0.021030
10.413793,-0.023243,-0.031658
10.418793,-0.016608,-0.025903
10.423793,-0.011157,-0.021510
10.428793,-0.016404,-0.022709
10.433793,-0.011727,-0.020240
10.438793,0.000004,-0.012976
10.443793,-0.003151,-0.014884
10.448793,-0.008066,-0.020400
10.453793,0.006360,-0.010399
10.458793,0.017684,-0.005151
10.463793,0.010892,-0.017730
10.468793,0.011237,-0.029679
10.473793,0.020427,-0.022307
10.478793,0.025162,-0.027347
10.483793,0.018973,-0.029689
10.488793,0.024631,-0.016022
10.493793,0.028310,-0.014250
10.498793,0.021100,-0.020197
10.503793,0.026365,-0.027096
10.508793,0.036086,-0.028918
10.513793,0.038579,-0.032981
10.518793,0.030320,-0.038035
10.523793,0.032690,-0.035534
10.528793,0.034107,-0.034033
10.533793,0.027435,-0.031319
10.538793,0.028950,-0.022487
10.543793,0.029499,-0.020982
10.548793,0.031501,-0.017143
10.553793,0.027946,-0.013021
10.558793,0.008673,-0.020793
10.563793,-0.000714,-0.027394
10.568793,0.008039,-0.025251
10.573793,0.006492,-0.018327
10.578793,-0.000937,-0.013865
10.583793,-0.001295,-0.008868
10.588793,0.000073,-0.007552
10.593793,-0.000699,-0.013128
10.598793,-0.003099,-0.013292
10.603793,-0.006191,-0.021534
10.608793,-0.017528,-0.031166
10.613793,-0.017749,-0.025146
10.618793,-0.008805,-0.023282
10.623793,-0.011828,-0.025263
10.628793,-0.009246,-0.019542
10.633793,-0.006048,-0.017123
10.638793,-0.006682,-0.020473
10.643793,-0.002187,-0.006487
10.648793,-0.002870,-0.000248
10.653793,-0.012560,-0.010766
10.658793,-0.007270,-0.011279
10.663793,0.000482,-0.013731
10.668793,-0.005219,-0.016142
10.673793,-0.002546,-0.022342
10.678793,0.000219,-0.025711
10.683793,0.008070,-0.022203
10.688793,0.015235,-0.034586
10.693793,0.009447,-0.043513
10.698793,0.015475,-0.025757
10.703793,0.023534,-0.013180
10.708793,0.023306,-0.011994
10.713793,0.028035,-0.014868
10.718793,0.013599,-0.021123
10.723793,0.006777,-0.020360
10.728793,0.017572,-0.025197
10.733793,0.017892,-0.025872
10.738793,0.029003,-0.021037
10.743793,0.025690,-0.016928
10.748793,0.019468,-0.007376
10.753793,0.026941,-0.009036
10.758793,0.018501,-0.013740
10.763793,0.019265,-0.006158
10.768793,0.016764,0.001178
10.773793,0.004069,0.005959
10.778793,0.011999,0.005442
10.783793,0.013101,-0.008025
10.788793,0.011807,-0.011150
10.793793,0.018811,-0.007194
10.798793,0.006464,-0.009822
10.803793,-0.006360,-0.015194
10.808793,-0.018285,-0.021998
10.813793,-0.021268,-0.014065
10.818793,-0.010587,-0.004097
10.823793,-0.012658,0.005188
10.828793,-0.013167,0.007602
10.833793,-0.017417,-0.002952
10.838793,-0.014735,-0.006363
10.843793,-0.010080,-0.006015
10.848793,-0.017818,-0.005792
10.853793,-0.016300,-0.010752
10.858793,-0.020554,-0.017258
10.863793,-0.016423,-0.006991
10.868793,-0.003955,0.000888
10.873793,-0.009151,0.000371
10.878793,-0.005646,-0.000537
10.883793,0.001512,-0.009368
10.888793,0.007471,-0.011836
10.893793,0.013046,-0.007400
10.898793,0.006737,-0.000129
10.903793,0.007755,0.000609
10.908793,0.003151,-0.010418
10.913793,0.006263,-0.012045
10.918793,0.021152,-0.006325
10.923793,0.024561,0.000467
10.928793,0.023417,0.009237
10.933793,0.016975,0.005224
10.938793,0.015978,-0.000676
10.943793,0.016369,-0.000449
10.948793,0.010947,0.003465
10.953793,0.010450,0.002956
10.958793,0.004704,-0.004633
10.963793,0.004861,-0.001284
10.968793,0.010665,0.004377
10.973793,0.009829,0.003831
10.978793,0.010521,0.000495
10.983793,0.005923,-0.011062
10.988793,0.009922,-0.013606
10.993793,0.011237,-0.003424
10.998793,0.000834,0.006193
11.003793,-0.002047,0.004958
11.008793,-0.007964,-0.004576
11.013793,-0.002970,0.002307
11.018793,0.000886,0.013334
11.023793,-0.007091,0.015278
11.028793,-0.007524,0.014312
11.033793,-0.012148,0.012393
11.038793,-0.008576,0.022619
11.043793,-0.006920,0.025456
11.048793,-0.023107,0.014417
11.053793,-0.022049,0.008515
11.058793,-0.021506,0.006186
11.063793,-0.025548,0.015093
11.068793,-0.016236,0.014075
11.073793,-0.018027,0.004904
11.078793,-0.013942,0.015048
11.083793,-0.010245,0.019601
11.088793,-0.019283,0.011692
11.093793,-0.011744,0.013166
11.098793,-0.010941,0.014831
11.103793,-0.020108,0.015819
11.108793,-0.013864,0.018648
11.113793,-0.019026,0.010474
11.118793,-0.018211,0.014691
11.123793,-0.002004,0.020229
11.128793,-0.010029,0.009076
11.133793,-0.006392,0.015509
11.138793,0.006273,0.024994
11.143793,-0.002996,0.015549
11.148793,0.003264,0.012823
11.153793,0.005950,0.017120
11.158793,-0.004829,0.016418
11.163793,0.002455,0.016458
11.168793,0.001325,0.017110
11.173793,-0.002505,0.016792
11.178793,0.009240,0.016723
11.183793,0.003188,0.014501
11.188793,-0.004162,0.011277
11.193793,0.002862,0.012525
11.198793,-0.003231,0.014272
11.203793,-0.009615,0.013872
11.208793,-0.004288,0.017246
11.213793,-0.005069,0.018629
11.218793,-0.007366,0.014989
11.223793,-0.004049,0.021305
11.228793,-0.006719,0.025043
11.233793,-0.012692,0.018409
11.238793,-0.007981,0.022010
11.243793,-0.005000,0.022529
11.248793,-0.015059,0.011960
11.253793,-0.013467,0.021681
11.258793,-0.010349,0.035185
11.263793,-0.023063,0.031595
11.268793,-0.021807,0.027500
11.273793,-0.011536,0.035526
11.278793,-0.010830,0.028685
11.283793,-0.020172,0.003374
11.288793,-0.018194,0.005362
11.293793,-0.005455,0.010237
11.298793,-0.013317,-0.003477
11.303793,-0.010973,-0.003922
11.308793,0.004078,0.009161
11.313793,-0.000267,0.002174
11.318793,-0.008174,-0.015759
11.323793,0.000817,-0.011842
11.328793,0.012570,-0.004520
11.333793,0.009172,-0.015518
11.338793,0.003115,-0.025573
11.343793,0.007645,-0.017602
11.348793,0.013664,-0.004987
11.353793,0.010542,-0.009933
11.358793,0.007019,-0.033335
11.363793,0.014807,-0.035794
11.368793,0.028995,-0.015523
11.373793,0.035457,0.007437
11.378793,0.024753,0.019357
11.383793,0.005294,0.008861
11.388793,0.015507,0.013580
11.393793,0.035635,0.021995
11.398793,0.017775,0.015273
11.403793,-0.008132,0.009228
11.408793,-0.021139,0.013124
11.413793,-0.014759,0.017757
11.418793,-0.005993,0.023948
11.423793,-0.014875,0.019351
11.428793,-0.027739,0.012341
11.433793,-0.020894,0.014894
11.438793,-0.004040,0.021871
11.443793,-0.002678,0.019688
11.448793,-0.030152,0.003191
11.453793,-0.049447,-0.002366
11.458793,-0.034327,0.008404
11.463793,-0.021791,0.011261
11.468793,-0.033535,0.005412
11.473793,-0.041324,0.003973
11.478793,-0.034129,0.007377
11.483793,-0.022595,0.006810
11.488793,-0.023752,-0.007437
11.493793,-0.030304,-0.012086
11.498793,-0.022712,-0.003582
11.503793,-0.016839,0.001453
11.508793,-0.018344,0.003141
11.513793,-0.019708,-0.000617
11.518793,-0.017786,-0.006681
11.523793,-0.002647,-0.002218
11.528793,0.008214,-0.004764
11.533793,0.001800,-0.012945
11.538793,0.010032,-0.002665
11.543793,0.020657,0.011586
11.548793,0.013637,0.010717
11.553793,0.005820,0.014107
11.558793,0.012813,0.027635
11.563793,0.017900,0.029268
11.568793,0.007411,0.002529
11.573793,0.008104,-0.010669
11.578793,0.028903,0.004263
11.583793,0.028762,0.001387
11.588793,0.015866,-0.006015
11.593793,0.021271,-0.005040
11.598793,0.023990,-0.003866
11.603793,0.018277,-0.000177
11.608793,0.014840,0.008631
11.613793,0.013948,0.022011
11.618793,0.003349,0.017422
11.623793,-0.010004,0.004760
11.628793,0.004709,0.020672
11.633793,0.012883,0.025215
11.638793,-0.012255,0.007250
11.643793,-0.014513,0.006102
11.648793,-0.009428,0.012298
11.653793,-0.020460,0.002834
11.658793,-0.018157,0.006861
11.663793,-0.014306,0.020754
11.668793,-0.024642,0.001934
11.673793,-0.026179,0.000663
11.678793,-0.010018,0.026755
11.683793,-0.024364,0.013710
11.688793,-0.043288,0.001643
11.693793,-0.024156,0.010352
11.698793,-0.026209,-0.004352
11.703793,-0.028886,-0.008382
11.708793,-0.013695,0.001242
11.713793,-0.024714,-0.009497
11.718793,-0.015678,-0.002888
11.723793,0.009666,0.012436
11.728793,-0.004865,0.002482
11.733793,-0.011385,0.008875
11.738793,-0.004352,0.020071
11.743793,-0.016020,0.002716
11.748793,-0.005697,0.007851
11.753793,0.001798,0.010810
11.758793,-0.010424,0.011826
11.763793,0.007767,0.025712
11.768793,0.007475,0.020287
11.773793,0.005381,0.017270
11.778793,0.019906,-0.003901
11.783793,0.005297,-0.023644
11.788793,0.023749,-0.007070
11.793793,0.033536,-0.006548
11.798793,0.006231,-0.015993
11.803793,0.014685,-0.015119
11.808793,0.011675,-0.016166
11.813793,0.009436,-0.009454
11.818793,0.018971,-0.013465
11.823793,0.010379,-0.017296
11.828793,0.018820,-0.013744
11.833793,0.009466,-0.018110
11.838793,0.006000,-0.007873
11.843793,0.019240,-0.009953
11.848793,0.006383,-0.017897
11.853793,0.007615,-0.011613
11.858793,0.002353,-0.012115
11.863793,0.001238,-0.008297
11.868793,0.003289,-0.018168
11.873793,-0.012335,-0.022731
11.878793,-0.003414,-0.017231
11.883793,-0.005715,-0.021801
11.888793,-0.002577,-0.010048
11.893793,0.002118,-0.003983
11.898793,-0.011579,-0.000230
11.903793,-0.017345,0.007528
11.908793,-0.024362,0.005997
11.913793,-0.021428,-0.003541
11.918793,-0.023869,-0.016645
11.923793,-0.015230,-0.017482
11.928793,-0.015427,-0.020907
11.933793,-0.012975,-0.008531
11.938793,-0.001911,0.000037
11.943793,-0.016054,0.004409
11.948793,-0.007889,0.007910
11.953793,-0.011691,0.001932
11.958793,-0.011694,0.000862
11.963793,-0.006169,0.005598
11.968793,-0.005532,0.013325
11.973793,-0.004213,0.011413
11.978793,-0.003956,0.009302
11.983793,0.005395,0.013131
11.988793,0.006371,0.016194
11.993793,0.003187,0.013815
11.998793,-0.004654,0.013696
12.003793,0.002790,0.003518
12.008793,0.004996,-0.008360
12.013793,0.005433,-0.012414
12.018793,0.007515,-0.006623
12.023793,0.015215,-0.008161
12.028793,0.020461,-0.010053
12.033793,0.026602,-0.001485
12.038793,0.022108,-0.000933
12.043793,0.008168,0.001946
12.048793,0.013702,0.006413
12.053793,0.008599,0.008072
12.058793,0.003882,0.008744
12.063793,-0.000903,0.017820
12.068793,-0.007609,0.016003
12.073793,-0.011183,0.014206
12.078793,0.001005,0.012423
12.083793,-0.004152,0.003475
12.088793,-0.008437,0.004481
12.093793,-0.000167,0.004964
12.098793,-0.000928,-0.005122
12.103793,-0.002401,-0.008438
12.108793,-0.007328,0.002273
12.113793,-0.013354,0.006189
12.118793,-0.017734,0.005855
12.123793,-0.018295,0.002353
12.128793,-0.021341,0.009099
12.133793,-0.017071,0.015919
12.138793,-0.023315,0.016031
12.143793,-0.023037,0.013517
12.148793,-0.018925,0.012840
12.153793,-0.016795,0.009896
12.158793,-0.021063,0.004133
12.163793,-0.018073,0.000849
12.168793,-0.009619,-0.000308
12.173793,-0.004084,-0.001434
12.178793,-0.000965,-0.003067
12.183793,0.002476,-0.001815
12.188793,0.006750,0.000125
12.193793,0.006819,0.004086
12.198793,0.008596,0.007570
12.203793,0.005216,0.011660
12.208793,0.004162,0.010635
12.213793,-0.001172,0.012248
12.218793,0.002862,0.009382
12.223793,0.003149,0.009123
12.228793,0.002011,0.007689
12.233793,-0.002003,0.004232
12.238793,0.005328,0.006695
12.243793,0.006778,0.006893
12.248793,0.003938,0.000136
12.253793,0.007029,-0.000264
12.258793,0.009770,0.003194
12.263793,0.011619,0.002918
12.268793,0.010410,0.005367
12.273793,0.010086,0.003682
12.278793,0.002167,0.006517
12.283793,-0.000319,0.009215
12.288793,-0.009770,0.010890
12.293793,-0.009046,0.010723
12.298793,-0.008653,0.009460
12.303793,-0.008253,0.006233
12.308793,-0.007565,0.003804
12.313793,-0.001575,0.008396
12.318793,0.003146,0.009721
12.323793,-0.003848,0.017150
12.328793,-0.004876,0.020640
12.333793,-0.013579,0.018959
12.338793,-0.015313,0.016443
12.343793,-0.023178,0.007806
12.348793,-0.022807,0.003943
12.353793,-0.017885,0.004943
12.358793,-0.014494,0.007436
12.363793,-0.010807,0.010591
12.368793,-0.012920,0.015993
12.373793,-0.013812,0.016488
12.378793,-0.023116,0.007356
12.383793,-0.016403,-0.000687
12.388793,-0.009657,-0.004497
12.393793,-0.004943,0.003056
12.398793,-0.001184,0.014606
12.403793,-0.006790,0.020538
12.408793,-0.003019,0.014623
12.413793,-0.006492,0.004252
12.418793,0.001592,0.008889
12.423793,0.010984,0.018415
12.428793,0.007919,0.024848
12.433793,0.006986,0.025025
12.438793,-0.002364,0.011658
12.443793,0.001608,0.007704
12.448793,0.008322,0.012808
12.453793,0.006702,0.019771
12.458793,0.008663,0.015847
12.463793,-0.001162,0.000559
12.468793,0.002676,0.007663
12.473793,0.012899,0.022490
12.478793,0.005910,0.021609
12.483793,-0.000180,0.011929
12.488793,-0.005821,0.003413
12.493793,-0.001229,0.015061
12.498793,0.006647,0.022691
12.503793,-0.007776,0.009277
12.508793,-0.007568,0.013142
12.513793,0.005429,0.025002
12.518793,-0.004518,0.020364
12.523793,-0.006813,0.020077
12.528793,-0.001514,0.022220
12.533793,-0.010699,0.023092
